"imcp_total.date","imcp_total.values","imcp_nacional.values","imcp_nacional_bienes.values","imcp_nacional_servicios.values","imcp_importado.values"
1994-11-01,64.542819498834,66.99036384603,70.408465140141,63.513418436009,42.464040541991
1994-10-01,63.09474825226,65.867512806879,69.124302791575,62.554655751354,38.08222671371
1994-09-01,61.080289823442,64.162743499981,65.354825684352,62.950139096929,33.274128334696
1994-08-01,62.209394386566,65.389868178548,66.379291411132,64.383411590199,33.519014205451
1994-07-01,61.414686886163,65.079472032435,64.366760954974,65.804452744305,28.355436596567
1994-06-01,62.20227471277,65.572196839866,66.602264417464,64.524396196242,31.802921241955
1994-05-01,61.264564802728,64.588089190455,63.915989746463,65.271759121739,31.28375550774
1994-04-01,60.568790062227,64.025088589898,63.371625230461,64.689801608241,29.390253383732
1994-03-01,60.18105492618,63.484602780828,64.866943112302,62.078464853059,30.380449703362
1994-02-01,56.556729154461,59.715927813334,58.635508705313,60.814946811105,28.058267441229
1994-01-01,57.676114916993,61.280671865158,60.17180693279,62.408626394643,25.160170441026
1993-12-01,64.380673576073,68.109396481941,74.006380735184,62.110893053267,30.744654304639
1993-11-01,59.033262357354,62.152069622107,64.75813810599,59.501136524001,30.899162852126
1993-10-01,58.576972462011,61.912892094809,64.901375868572,58.872960259549,28.48434828762
1993-09-01,57.050635700608,60.530162928386,61.548259154034,59.494539728798,25.662557840264
1993-08-01,57.037913692451,60.539715609741,60.42215996011,60.659295031542,25.44890057771
1993-07-01,58.126002086731,61.679969000676,61.197971139259,62.170264667098,26.066419590168
1993-06-01,58.681503211877,62.172642895621,62.689599121072,61.646787041566,27.188671846774
1993-05-01,58.449677605343,62.395306420307,62.408344344523,62.382044042496,22.856996087183
1993-04-01,57.1890620825,60.735216779221,59.546184312659,61.944718962233,25.199951942217
1993-03-01,59.416851357613,62.87704998029,66.223896736778,59.472585786071,28.203132748433
1993-02-01,54.602167959233,58.144211241457,58.157745120373,58.130444370869,22.650146017985
1993-01-01,55.460217507838,59.226898689003,59.043093842728,59.413867816483,21.481784677752
