"bal_exp_tot.date.sq.","bal_exp_tot.values.sq.","bal_imp_tot.values.sq.","exp_b_cons.values.sq.","imp_b_cons.values.sq.","exp_b_uso.values.sq.","imp_b_uso.values.sq.","exp_b_cap.values.sq.","imp_b_cap.values.sq."
1996-10-01,9299.12,9031.28,2764.708,712.519,4968.532,7245.968,1565.88,1072.793
1996-09-01,8386.121,7691.149,2482.247,574.258,4466.268,6229.531,1437.606,887.36
1996-08-01,7857.667,7526.405,2352.859,567.974,4180.634,6076.548,1324.174,881.883
1996-07-01,8003.292,7617.602,2485.532,481.629,4063.899,6225.758,1453.861,910.215
1996-06-01,7615.922,6849.638,2333.106,434.481,4125.64,5564.943,1157.176,850.214
1996-05-01,8075.42,7482.769,2384.45,503.912,4378.252,6063.357,1312.718,915.5
1996-04-01,7915.54,7077.139,2312.286,517.014,4330.544,5723.585,1272.71,836.54
1996-03-01,7615.113,6838.704,2306.862,507.527,4028.966,5526.491,1279.285,804.686
1996-02-01,7112.474,6622.052,2175.786,497.588,3843.04,5375.966,1093.648,748.498
1996-01-01,7142.79,6475.299,2115.366,450.776,3845.524,5237.636,1181.9,786.887
1995-12-01,6780.603,6291.483,1968.501,508.34,3610.978,4999.434,1201.124,783.709
1995-11-01,6909.189,6438.24,2117.187,475.912,3653.925,5249.092,1138.077,713.236
1995-10-01,7346.393,6628.123,2280.112,468.047,3823.41,5451.723,1242.871,708.353
1995-09-01,6939.424,6076.49,1862.415,419.974,3973.241,5010.218,1103.768,646.298
1995-08-01,7099.164,6407.248,1950.653,462.24,4012.259,5223.851,1136.252,721.157
1995-07-01,6048.581,5388.871,1827.912,334.077,3298.352,4364.542,922.317,690.252
1995-06-01,6739.092,6026.798,1898.898,405.814,3875.794,4858.622,964.4,762.362
1995-05-01,7027.839,6036.843,1935.097,401.092,4087.422,4897.371,1005.32,738.38
1995-04-01,5864.53,4968.974,1561.067,389.635,3454.339,4017.31,849.124,562.029
1995-03-01,6788.153,6353.999,1981.521,472.403,3820.89,5031.161,985.742,850.435
1995-02-01,6066.195,5595.888,1944.397,478.708,3334.919,4427.855,786.879,689.325
1995-01-01,5932.391,6240.11,1894.106,518.497,3292.495,4889.896,745.79,831.717
1994-12-01,5310.387,6998.766,1555.809,934.782,3022.254,4824.267,732.324,1239.717
1994-11-01,6108.348,7607.415,1871.453,980.798,3341.636,5348.964,895.259,1277.653
1994-10-01,5555.65,7190.078,1505.526,893.085,3129.519,5133.563,920.605,1163.43
1994-09-01,5035.115,6567.235,1378.579,784.583,2874.433,4740.371,782.103,1042.281
1994-08-01,5271.435,6988.692,1454.075,804.165,3022.462,5026.645,794.898,1157.882
1994-07-01,4757.6,6302.575,1324.555,695.285,2727.129,4491.316,705.916,1115.974
1994-06-01,5315.984,6936.622,1484.603,803.289,3078.418,4982.548,752.963,1150.785
1994-05-01,5096.665,6607.078,1404.93,783.497,2963.184,4747.601,728.551,1075.98
1994-04-01,4655.097,6074.339,1285.611,763.488,2704.256,4254.067,665.23,1056.784
1994-03-01,5155.533,6485.486,1534.177,777.879,2880.647,4612.257,740.709,1095.35
1994-02-01,4531.315,6035.607,1363.579,673.87,2569.638,4370.715,598.098,991.022
1994-01-01,4089.07,5552.008,1115.786,615.726,2427.244,3981.422,546.04,954.86
1993-12-01,4679.05,5898.692,1357.026,765.578,2597.169,4095.49,724.855,1037.624
1993-11-01,4649.174,5732.15,1358.189,753.922,2660.042,4092.221,630.943,886.007
1993-10-01,4923.708,5705.325,1412.255,706.084,2854.747,4078.493,656.706,920.748
1993-09-01,4446.892,5502.726,1301.744,640.804,2563.543,3997.915,581.605,864.007
1993-08-01,4219.402,5286.125,1119.137,641.485,2579.836,3773.123,520.429,871.517
1993-07-01,4151.908,5537.398,1113.26,656.501,2475.897,3955.905,562.751,924.992
1993-06-01,4789.999,5929.171,1262.711,667.485,2840.81,4289.881,686.478,971.805
1993-05-01,4125.457,5200.38,1107.532,553.31,2487.253,3713.228,530.672,933.842
1993-04-01,4131.085,5189.932,1121.805,658.508,2484.731,3657.122,524.549,874.302
1993-03-01,4454.157,5716.663,1124.283,683.272,2757.408,4090.471,572.466,942.92
1993-02-01,3824.112,5052.105,1106.976,594.01,2264.239,3568.963,452.897,889.132
1993-01-01,3491.025,4615.875,862.747,521.396,2058.674,3255.313,569.604,839.166
1992-12-01,4096.737,5683.251,998.3,798.09,2568,3734.629,530.5,1150.532
1992-11-01,3914.296,5365.409,957.5,753.787,2482.6,3643.319,474.1,968.303
1992-10-01,4315.999,5767.35,1033.4,709.404,2684,3981.663,598.6,1076.283
1992-09-01,4003.727,5331.744,939.2,670.654,2606.1,3614.517,458.4,1046.573
1992-08-01,3858.392,4992.936,936.7,665.094,2472.6,3445.429,449.1,882.413
1992-07-01,3857.904,5478.773,878.2,635.056,2448.6,3764.785,531.1,1078.932
1992-06-01,4118.518,5546.097,1043.5,610.664,2544.7,3929.24,530.3,1006.193
1992-05-01,3756.704,5070.167,968,599.736,2343.3,3625.442,445.4,844.989
1992-04-01,3701.545,4945.608,982.6,586.769,2296.6,3445.844,422.3,912.995
1992-03-01,4043.384,5217.605,1008.4,644.027,2487.6,3594.945,547.4,978.633
1992-02-01,3358.682,4469.103,871.5,542.21,2070.1,3085.926,417.1,840.967
1992-01-01,3169.735,4261.307,856.9,528.584,1978.8,2963.813,334,768.91
1991-12-01,3556.164,4552.001,871.5,671.027,2224.6,3020.681,460.1,860.293
1991-11-01,3705.89,4668.998,995.6,617.122,2286.5,3215.951,423.9,835.925
1991-10-01,4055.973,4764.087,1036.5,623.032,2551.1,3415.031,468.3,726.024
1991-09-01,3576.016,4195.825,940.3,517.834,2257.4,3029.123,378.3,648.868
1991-08-01,3497.12,4218.664,884.2,469.977,2231.8,3021.531,381.1,727.156
1991-07-01,3648.653,4439,917.3,412.949,2275.7,3270.926,455.7,755.125
1991-06-01,3477.767,3996.218,864.5,373.406,2186.9,2858.986,426.4,763.826
1991-05-01,3680.416,4186.364,900.9,436.659,2366.7,3049.811,412.9,699.894
1991-04-01,3713.11,4207.025,938.8,470.528,2330.1,3046.367,444.3,690.13
1991-03-01,3386.678,3517.526,791.9,378.442,2475.2,2511.003,119.5,628.081
1991-02-01,3133.354,3557.444,676.5,406.963,2340.1,2547.261,116.7,603.22
1991-01-01,3256.379,3663.408,683.2,456.352,2440,2558.064,133.1,648.992
1990-12-01,2524,3121.1,498.4,601.6,1897.1,1825.1,128.5,694.4
1990-11-01,2740,2938.6,510,570.7,2119.4,1620.4,110.6,747.6
1990-10-01,2951.2,3294.6,573.2,593.5,2252.9,1907,125.1,794.1
1990-09-01,2651.3,2686.2,466.3,433.1,2053.2,1688.6,131.8,564.5
1990-08-01,2392,2832.2,429.1,494.4,1831.9,1778.5,131.1,559.3
1990-07-01,1975.4,2728.5,393.7,451,1409.2,1679.5,172.5,598
1990-06-01,1827.3,2544.7,467.1,449.6,1250.2,1597.1,110,498
1990-05-01,1866.3,2537.5,408.9,348.7,1353.9,1650.4,103.4,538.4
1990-04-01,1717.6,2113.1,349.7,272.5,1286.2,1374,81.7,466.6
1990-03-01,2048.6,2314.7,443,313.7,1478.8,1515.1,126.9,485.9
1990-02-01,2004.6,1987.9,510.7,284.7,1408,1317.2,85.9,386
1990-01-01,2140.2,2172.8,491.2,285.2,1549.7,1430.8,99.3,456.8
1989-12-01,1917.7,2177.7,275.8,345.6,1539.1,1320.9,102.8,511.2
1989-11-01,1897.9,2299.3,310.2,394.4,1454.7,1415.7,132.9,489.2
1989-10-01,1962,2374.1,337.7,362.1,1506.6,1553.7,117.6,458.3
1989-09-01,1781.2,2190.9,265.5,279,1410.2,1474.8,105.6,437
1989-08-01,1915.9,2106.6,327.8,306.3,1485,1426.5,103.1,373.8
1989-07-01,1861.1,1963.2,396.2,271.3,1376.8,1323.3,88,368.6
1989-06-01,2102.7,2284.3,406.5,343,1420.9,1541.7,275.3,399.7
1989-05-01,2021.4,2188.7,443.2,300.1,1480.6,1538.7,97.7,349.9
1989-04-01,1941.1,2141.9,376.9,258,1486,1500,78.1,383.9
1989-03-01,1959.9,2005.8,404.8,260.9,1471.6,1422.1,83.5,322.9
1989-02-01,1716.5,1855.3,344.1,202.3,1295.8,1316.9,76.7,336.1
1989-01-01,1764.8,1850.1,343.1,175.6,1358,1336.5,63.6,338.1
1988-12-01,1700,1907.3,351.5,250.1,1247.3,1270.1,101.2,387
1988-11-01,1725.3,2017.3,364.3,248.7,1271.9,1354.9,89,413.7
1988-10-01,1531.4,1850.2,299.8,221.7,1132.4,1262.2,99.2,366.3
1988-09-01,1483.3,1833.1,297.2,189.3,1098.7,1301.5,87.4,342.3
1988-08-01,1828.9,1980,350.6,205.4,1377,1324.7,101.3,449.8
1988-07-01,1574.2,1766.6,242.3,166.8,1258.3,1209.8,73.7,390.1
1988-06-01,1781,1699.5,331,153.7,1363.6,1231.5,86.4,314.3
1988-05-01,1883.3,1669.7,345.2,130.9,1453.3,1234.2,84.8,304.6
1988-04-01,1769.3,1471.9,369.2,112.9,1337.3,1093.2,62.7,265.8
1988-03-01,1843,1567.1,401,93,1365.5,1180.2,76.5,293.9
1988-02-01,1755.5,1305.9,385.5,85.3,1306.4,958.1,63.6,262.5
1988-01-01,1670.7,1205.1,366.2,63.8,1261.4,904.9,43.1,236.5
1987-12-01,1746.5,1247.6,352.1,110,1319.2,853.9,75.2,283.7
1987-11-01,1675.1,1155.3,363.9,87.4,1244.7,798.1,66.5,269.8
1987-10-01,1795.8,1250.2,323.7,75.3,1412,919.8,60.1,255.1
1987-09-01,1734,1173.1,283.1,62.2,1379.6,889,71.2,221.8
1987-08-01,1638.9,1206.2,237.5,55.5,1327.4,926.5,74.1,224.2
1987-07-01,1797.5,1235,304.1,54.9,1420,941.2,73.5,238.8
1987-06-01,1847.3,1093.4,350,59.3,1404.7,806.3,92.6,227.8
1987-05-01,1797.7,1042.5,312.6,47.4,1432.2,799,52.8,196.1
1987-04-01,1674.7,1036.1,287.5,59.2,1337.2,804,50,173
1987-03-01,1734.7,1076.9,293.5,57,1377.6,826.7,63.6,193.2
1987-02-01,1465.9,874.7,268.3,47.9,1161.8,667.4,35.8,159.4
1987-01-01,1586.5,914.4,257.1,51.5,1267.1,675.2,62.3,187.6
1986-12-01,1712.8,1092.7,280.7,80.5,1350.7,671.5,81.3,340.6
1986-11-01,1454.1,878.3,250.3,83.9,1141.4,609.3,62.4,185.1
1986-10-01,1453.1,997.2,255.1,75,1124.9,705.6,73.2,216.7
1986-09-01,1314.1,870,162.9,55.8,1105,617.2,46.2,197.1
1986-08-01,1227.3,960.6,141.3,61.2,1042.4,688.1,43.6,211.4
1986-07-01,1156.3,1113.1,159.9,79.5,942.4,773,53.9,260.7
1986-06-01,1199.6,1036.4,166.2,63,983.2,746.9,50.2,226.6
1986-05-01,1318.3,1110.1,184.6,55.6,1093,771.9,40.8,282.6
1986-04-01,1281.4,1173.9,274.8,62.9,959.3,858,47.3,252.9
1986-03-01,1196.4,968.6,270.5,58.5,894.7,648.7,31.2,261.3
1986-02-01,1279.6,1064.2,252.1,81.2,991.2,731.2,36.3,251.7
1986-01-01,1564.7,1167.4,304.9,89.3,1226.1,810.7,33.8,267.4
1985-12-01,1970.4,1245.1,186.3,99.5,1750.1,800.3,34,345.4
1985-11-01,1992.5,1179.1,147.2,88.9,1807.2,768.6,38.1,321.7
1985-10-01,1745.2,1212.4,138.2,114,1561,818.4,46,280
1985-09-01,1691.8,1070.6,81.6,89.6,1570.9,713.5,39.2,267.5
1985-08-01,1872.2,1279.3,90,100.1,1742.5,912.9,39.7,266.3
1985-07-01,1777.2,1247.1,104.6,74.3,1640.5,909.8,32.1,263
1985-06-01,1240.6,1194.9,119.6,77,1090,859.9,30.9,258.1
1985-05-01,1765.9,1299.3,115.7,104.6,1612.2,918,38,276.7
1985-04-01,1907.9,1222.8,172.6,93.5,1705.8,902.9,29.5,226.4
1985-03-01,2061.2,1196.5,233.8,87.7,1794.6,885.8,32.8,222.9
1985-02-01,1831.3,1094.8,197.7,69.6,1603.7,816.7,29.9,208.5
1985-01-01,1807.6,1291.2,177.4,83,1596.2,979.9,33.9,228.3
1984-12-01,1871.1,1193.4,160.5,74.5,1655.7,813.6,54.9,305.2
1984-11-01,1929.1,1059.6,187.5,81,1703.2,758.1,38.4,220.5
1984-10-01,2045.9,1138.3,163.8,89,1850.4,765.5,31.6,283.8
1984-09-01,1860.3,1014.6,140.4,68.1,1672.5,692.2,47.3,254.3
1984-08-01,1948.9,1150.2,109.3,76.3,1802.3,834.3,37.3,239.6
1984-07-01,2057.8,1185,128.5,67.9,1877.1,842.2,52.3,274.9
1984-06-01,1985,1024.3,160.6,65.8,1761.5,774.6,62.8,183.8
1984-05-01,2030.4,948.5,161.8,67.6,1831.8,704.8,36.9,176.1
1984-04-01,2035.3,859.5,208.9,60.1,1799.5,659.5,26.9,139.9
1984-03-01,2206.8,940.1,278.4,65.3,1883.4,681.3,45.1,193.5
1984-02-01,2024.2,951.3,223,80.5,1774.6,692.9,26.7,178
1984-01-01,2201.1,702.4,194.2,51.9,1981.8,527.3,25.2,123.2
1983-12-01,1945,785.5,242.6,50.6,1667.1,506.8,35.3,228.1
1983-11-01,2104.9,723.4,212.3,41.8,1836.6,464.4,56,217.2
1983-10-01,1972.8,796.5,151.1,36.1,1783.1,542.7,38.5,217.8
1983-09-01,1852.2,739.4,140.1,41.3,1683.1,551.9,28.9,146.3
1983-08-01,1906.4,879.6,89.1,65.9,1784,624.8,33.4,188.9
1983-07-01,1781.3,858.8,101.4,54.4,1658.3,578.7,21.5,225.8
1983-06-01,1859.9,897,89.6,64.6,1703.9,615.1,66.5,217.3
1983-05-01,1896.8,829.8,88.9,61.5,1741.6,568.2,66.3,200.1
1983-04-01,1811.3,722.1,95.1,44.2,1689.2,508.7,27,169.3
1983-03-01,1766.9,761.8,165.6,47.8,1556.1,542.9,45.2,171.1
1983-02-01,1495.1,553.5,127.6,50,1345.7,391.8,21.9,111.6
1983-01-01,1919.5,478,132.2,55.6,1767,319.1,20.3,103.3
1982-12-01,1985,713.7,143.5,82.3,1801.7,454.8,39.7,176.5
1982-11-01,2096.3,636.5,140.3,42.6,1936.8,373.1,19.2,220.8
1982-10-01,1967.7,881.1,79.9,90.6,1867.8,520.3,20,270.1
1982-09-01,1869.8,839.5,69.7,70,1788.9,536.7,11.2,232.9
1982-08-01,1860.4,1109.2,72.8,115,1767.9,664.1,19.8,330.1
1982-07-01,1918.3,1313.3,82.3,156.8,1815.2,789.4,20.8,367.1
1982-06-01,1881.3,1434.1,93.5,143.9,1769.6,901.5,18.2,388.7
1982-05-01,1772.6,1272.2,98.4,123.5,1664.1,836.1,10.1,312.6
1982-04-01,1450.6,1560.6,126.4,167.9,1310.5,956.6,13.7,436
1982-03-01,1483.9,1877,170.7,191.5,1288,1117.1,25.2,568.4
1982-02-01,1441,1700.2,155.2,175.4,1273,840.1,12.7,684.7
1982-01-01,1502.7,1699.1,159.6,157.2,1317.3,1027.4,25.8,514.5
1981-12-01,1578,2067.6,157.7,272,1378.3,1142.2,41.9,653.4
1981-11-01,1859,1958,121.8,269.8,1707,1099.9,30.2,588.3
1981-10-01,1599.8,2346.7,77.1,361.5,1432.9,1211.3,89.7,773.9
1981-09-01,1773.6,1880.8,84.4,299,1664.7,1071,24.5,510.9
1981-08-01,1453.5,1923.2,68.5,254.6,1363.8,1079.8,21.2,588.9
1981-07-01,979.1,2244.9,90.6,226.2,862.3,1329.1,26.3,689.7
1981-06-01,1506.1,2285.2,95.7,189.1,1396.1,1386.4,14.3,709.7
1981-05-01,1850.6,2119.1,113.2,194.2,1721.7,1302.3,15.7,622.6
1981-04-01,2012.6,2012.2,189.2,177.4,1790.5,1237.7,32.9,597.1
1981-03-01,2199.3,2323.5,284.8,183.1,1897.2,1441.2,17.3,699.2
1981-02-01,1498.3,1835.7,162.6,135.3,1319.8,1135.2,15.9,565.4
1981-01-01,1792.1,1958.2,157.7,246.4,1611.9,1136.5,22.4,575.3
1980-12-01,1468.6,2052.1,134.3,331.1,1315.6,1115,18.8,606.1
1980-11-01,1303.4,1762,155.3,262.3,1121.6,1016.3,26.5,483.4
1980-10-01,1487.7,1949.6,132.7,321.4,1336.3,1113.4,18.7,514.8
1980-09-01,1358.1,1753.5,97.6,253,1245.5,1029.8,15,470.7
1980-08-01,1294,1668.1,76.6,224.9,1197.4,998,20,445.2
1980-07-01,1390.4,1837.9,96.9,244.7,1274.7,1154.8,18.9,438.4
1980-06-01,1216.3,1626.9,83.8,180.1,1114.3,1027,18.1,419.8
1980-05-01,1279.7,1559,125.9,147.9,1138,1056.5,15.8,354.6
1980-04-01,1291.5,1398.6,184.1,150.2,1091.1,889.8,16.4,358.7
1980-03-01,1277.3,1374.6,188.6,122.8,1070.4,830.9,18.3,420.9
1980-02-01,1033.4,1185.8,153.3,112.2,866,713,14.2,360.7
1980-01-01,1111.4,1173.8,152,98,947.2,775.4,12.2,300.4
